date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:41:44	61310/61310	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202020%2006:13:22%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/category-banner-boxed-image.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/category-banner-boxed-image.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:44	61255/61255	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202020%2006:13:22%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/category-sidebar-right.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/category-sidebar-right.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:45	48169/48169	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202020%2006:13:22%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/category-flex-grid.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/category-flex-grid.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:45	61456/61456	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Jun%202020%2008:28:48%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/category-horizontal-filter1.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/category-horizontal-filter1.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:45	50379/50379	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202020%2006:13:22%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/category-horizontal-filter2.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/category-horizontal-filter2.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:45	51685/51685	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jun%202020%2006:11:42%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/category-list.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/category-list.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:46	61381/61381	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202020%2006:13:22%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/category-infinite-scroll.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/category-infinite-scroll.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:46	54905/54905	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202020%2006:13:22%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/category-4col.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/category-4col.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:46	49001/49001	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202020%2006:13:22%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/category-5col.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/category-5col.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:46	57304/57304	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202020%2006:13:22%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/category-6col.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/category-6col.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:47	60007/60007	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202020%2006:13:22%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/category-7col.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/category-7col.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:47	59973/59973	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202020%2006:13:22%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/category-8col.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/category-8col.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:47	9259/9259	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Aug%202018%2011:19:04%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/assets/images/menu-banner.jpg	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/assets/images/menu-banner.jpg	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:47	49242/49242	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202020%2011:47:08%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/product.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/product.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:47	50811/50811	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202020%2011:47:08%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/product-full-width.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/product-full-width.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
10:41:49	59220/59220	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202020%2011:47:08%20GMT	https://portotheme.com/html/porto_ecommerce/demo_13/product-sidebar-left.html	D:/Ecommerce%203/portotheme.com/html/porto_ecommerce/demo_13/product-sidebar-left.html	(from https://portotheme.com/html/porto_ecommerce/demo_13/index.html)
